"SenderMapped","SenderOriginal","Day","Date","Time","Subject","DD","MM","YYYY","hh","mm","ss","Level2"
"Dean SA","Dean Students Affairs","Thu",2010-02-25,"14:54:16","[Student-notices] Election Officers also note [Fwd: Eligibility for posts mail for student-notices]",25,2,2010,"14","54","16","Deans"
"Dean SA","Office Dean SA","Tue",2015-02-03,"16:03:35","[Student-notices] Nomination for the post of Manager, The Entrepreneurship cell 2015-16",3,2,2015,"16","03","35","Deans"
"Dean SA","Office Dean SA","Fri",2012-02-10,"15:42:22","[Student-notices] Interactive Session with Prof. Muhd Yunus and	Shekhar Kapur]",10,2,2012,"15","42","22","Deans"
"Dean SA","Office Dean SA","Wed",2014-04-09,"16:56:29","[Student-notices] Techfest Coordinators' Meet | 11 APR | 06:30 PM |	OAT",9,4,2014,"16","56","29","Deans"
"Dean SA","Office Dean SA","Tue",2014-04-01,"13:03:45","[Student-notices] कवि सम्मलेन | 3rd April | LT (PCSA)",1,4,2014,"13","03","45","Deans"
"Dean SA","Office Dean SA","Wed",2011-10-19,"17:44:07","[Student-notices] [Fwd: Pitch it!- Deadline for submission has been extended to 22nd Oct, 2011]",19,10,2011,"17","44","07","Deans"
"Dean SA","Dean Students Affairs","Sun",2010-04-25,"14:33:19","[Student-notices] CTARA Silver Jubilee Program",25,4,2010,"14","33","19","Deans"
"Dean SA","Office Dean SA","Thu",2015-02-12,"18:05:27","[Student-notices] Election - 2015",12,2,2015,"18","05","27","Deans"
"Dean SA","Dean Students Affairs","Mon",2013-08-05,"17:57:45","[Student-notices] Ragging is a crime",5,8,2013,"17","57","45","Deans"
"Dean SA","Office Dean SA","Wed",2015-07-29,"18:17:32","[Student-notices] Speaker Session by CEO,	Acumen on Social Entrepreneurship",29,7,2015,"18","17","32","Deans"
"Dean SA","Office Dean SA","Fri",2011-09-02,"16:11:32","[Student-notices] Eureka! 2011- Business Plan Competition Launched!",2,9,2011,"16","11","32","Deans"
"Dean SA","Office Dean SA","Wed",2012-05-09,"10:50:31","[Student-notices] Fwd: Samsung Innovation Award",9,5,2012,"10","50","31","Deans"
"Dean SA","Office Dean SA","Tue",2011-02-22,"15:14:07","[Student-notices] [Fwd: Nominations invited for the post of Techfest OC - Minor correction]",22,2,2011,"15","14","07","Deans"
"Dean SA","Office Dean SA","Fri",2010-09-03,"16:40:07","[Student-notices] Inter IIT trials on 4th september]",3,9,2010,"16","40","07","Deans"
"Dean SA","Office Dean SA","Thu",2014-10-30,"16:49:37","[Student-notices] Avenues - Annual Business Extravaganza at IIT	Bombay",30,10,2014,"16","49","37","Deans"
"Dean SA","Office Dean SA","Tue",2010-07-20,"16:26:01","[Student-notices] (no subject)",20,7,2010,"16","26","01","Deans"
"Dean SA","Dean Students Affairs","Sat",2013-09-14,"15:14:44","[Student-notices] appropriate conduct in hostel and on campus",14,9,2013,"15","14","44","Deans"
"Dean SA","Office Dean SA","Fri",2011-02-18,"10:30:28","[Student-notices] Kaladarshan Collection",18,2,2011,"10","30","28","Deans"
"Dean SA","Dean Students Affairs","Fri",2009-08-07,"10:09:17","[Student-notices] Innovative twist to Motorcycle penalty",7,8,2009,"10","09","17","Deans"
"Dean SA","Dean Students Affairs","Fri",2009-10-30,"17:25:38","[Student-notices] [Fwd: Request  for  fwd to student-notices]",30,10,2009,"17","25","38","Deans"
"Dean SA","Office Dean SA","Fri",2011-02-18,"10:26:31","[Student-notices] [Fwd: Not keeping the I-card with self]",18,2,2011,"10","26","31","Deans"
"Dean SA","Office Dean SA","Mon",2014-09-22,"18:11:48","[Student-notices] Crowdfunding 101 | E-Cell,	IIT Bombay | 24th Sept | 6:30 PM",22,9,2014,"18","11","48","Deans"
"Dean SA","Office Dean SA","Thu",2014-06-05,"16:40:40","[Student-notices] UIDAI Internship",5,6,2014,"16","40","40","Deans"
"Dean SA","Office Dean SA","Fri",2011-08-26,"11:43:49","[Student-notices] Regarding Inter IIT trials for Table Tennis",26,8,2011,"11","43","49","Deans"
"Dean SA","Office Dean SA","Thu",2011-08-25,"18:12:29","[Student-notices] Warning: Misuse of Fake or Invalid IIT Bombay	I-Cards]",25,8,2011,"18","12","29","Deans"
"Dean SA","Dean Students Affairs","Sat",2010-02-06,"18:12:21","[Student-notices] [Fwd: Institute Elections 2010]",6,2,2010,"18","12","21","Deans"
"Dean SA","Office Dean SA","Mon",2011-02-14,"17:23:26","[Student-notices] General Body Meeting - Phase II & III",14,2,2011,"17","23","26","Deans"
"Dean SA","Office Dean SA","Wed",2014-01-22,"14:10:16","[Student-notices] REMINDER : Keynote talk of Michael Sandel today at 6:30 P.M at Convocation Hall",22,1,2014,"14","10","16","Deans"
"Dean SA","Dean Students Affairs","Wed",2010-02-03,"11:30:28","[Student-notices] [Fwd: B negative or O negative blood required]",3,2,2010,"11","30","28","Deans"
"Dean SA","Office Dean SA","Tue",2010-08-31,"16:47:04","[Student-notices] Energy GC",31,8,2010,"16","47","04","Deans"
"Dean SA","Dean Students Affairs","Sat",2012-11-17,"13:45:50","[Student-notices] For Masters, Ph.D., MBA., PG diploma students",17,11,2012,"13","45","50","Deans"
"Dean SA","Office Dean SA","Thu",2016-03-10,"17:45:48","[Student-notices] Session on Managing Stress & Work-Life Balance",10,3,2016,"17","45","48","Deans"
"Dean SA","Office Dean SA","Wed",2010-04-07,"15:36:43","[Student-notices] [Fwd: TechniC Core team Nominations]",7,4,2010,"15","36","43","Deans"
"Dean SA","Office Dean SA","Mon",2010-08-30,"14:07:00","[Student-notices] [Fwd: Regarding selection for Volleyball Inter IIT conditioning camp]",30,8,2010,"14","07","00","Deans"
"Dean SA","Office Dean SA","Tue",2011-08-23,"11:59:27","[Student-notices] [Fwd: Hockey Camp-cum-Inter-IIT Trials]",23,8,2011,"11","59","27","Deans"
"Dean SA","Office Dean SA","Tue",2011-08-23,"11:59:08","[Student-notices] [Fwd: Hockey Camp-cum-Inter-IIT Trials]",23,8,2011,"11","59","08","Deans"
"Dean SA","Dean Student Affairs","Thu",2014-03-06,"16:27:43","[Student-notices] Appeal to maintain decorum during election process",6,3,2014,"16","27","43","Deans"
"Dean SA","Office Dean SA","Fri",2012-06-29,"10:41:10","[Student-notices] TP Msg. #1190 Conference - presentation guidelines for talk and posters - may be useful for students too",29,6,2012,"10","41","10","Deans"
"Dean SA","Dean Students Affairs","Tue",2012-09-18,"12:32:42","[Student-notices] 'SPICMACAY State Convention' from 27-30th of	September",18,9,2012,"12","32","42","Deans"
"Dean SA","Dean Student Affairs","Thu",2016-04-28,"15:48:14","[Student-notices] Link for the Financial Aid Program of IITBAA",28,4,2016,"15","48","14","Deans"
"Dean SA","Office Dean SA","Wed",2016-04-06,"10:54:09","[Student-notices] Mood Indigo Notice",6,4,2016,"10","54","09","Deans"
"Dean SA","Office Dean SA","Thu",2012-01-19,"14:24:29","[Student-notices] [Fwd: E-Cell All Team Meet for E-Summit on 19th Jan, 2012 i.e. today]",19,1,2012,"14","24","29","Deans"
"Dean SA","Office Dean SA","Mon",2013-02-04,"14:40:21","[Student-notices] Ecell Nominations for E-Cell Core Team 2013-14",4,2,2013,"14","40","21","Deans"
"Dean SA","Office Dean SA","Fri",2015-02-13,"11:45:09","[Student-notices] Student Excellence Programme (Award)",13,2,2015,"11","45","09","Deans"
"Dean SA","Dean Student Affairs","Sun",2016-02-28,"12:02:51","[Student-notices] IITB Run on 6th March (Sunday).... Traffic	Dislocations",28,2,2016,"12","02","51","Deans"
"Dean SA","Office Dean SA","Mon",2014-02-10,"16:33:58","[Student-notices] Applications for Institute Student Mentors 2014-15",10,2,2014,"16","33","58","Deans"
"Dean SA","Dean Students Affairs","Wed",2009-10-21,"16:04:32","[Student-notices] [Fwd: General Body Meeting]",21,10,2009,"16","04","32","Deans"
"Dean SA","Dean Students Affairs","Sun",2011-02-06,"16:58:17","[Student-notices] [Fwd: complaint/suggestion registers]",6,2,2011,"16","58","17","Deans"
"Dean SA","Dean Student Affairs","Tue",2015-12-01,"12:50:42","[Student-notices] Fines on Students retaining rooms without	permission",1,12,2015,"12","50","42","Deans"
"Dean SA","Office Dean SA","Fri",2013-11-01,"10:58:57","[Student-notices] Swimming pool closed for members on 3rd & 5th	November-2013",1,11,2013,"10","58","57","Deans"
"Dean SA","Office Dean SA","Mon",2012-01-16,"11:45:21","[Student-notices] E-Cell: IIT Bombay teams in Eureka! Finals",16,1,2012,"11","45","21","Deans"
"Dean SA","Office Dean SA","Fri",2011-02-04,"11:09:03","[Student-notices] REMINDER : Ronnie Screwvala and Rajiv Rao in IIT	Bombay",4,2,2011,"11","09","03","Deans"
"Dean SA","Office Dean SA","Thu",2010-10-07,"17:31:49","[Student-notices] Blood required",7,10,2010,"17","31","49","Deans"
"Dean SA","Dean Students Affairs","Wed",2010-03-24,"13:11:57","[Student-notices] [Fwd: Call for Nomination]",24,3,2010,"13","11","57","Deans"
"Dean SA","Office Dean SA","Wed",2013-12-11,"15:32:18","[Student-notices] Winter Bootcamp on Entrepreneurship",11,12,2013,"15","32","18","Deans"
"Dean SA","Dean Students Affairs","Mon",2010-08-23,"9:06:26","[Student-notices] [Fwd: swimming pool closed on 24Th August-2010]",23,8,2010,"9","06","26","Deans"
"Dean SA","Dean Student Affairs","Tue",2014-03-04,"18:16:31","[Student-notices] Important - regarding Elections",4,3,2014,"18","16","31","Deans"
"Dean SA","Office Dean SA","Thu",2010-08-19,"12:27:59","[Student-notices] [Fwd: Three i Phones worth Rs.30k each to be won]",19,8,2010,"12","27","59","Deans"
"Dean SA","Office Dean SA","Wed",2011-02-02,"15:21:12","[Student-notices] Reminder: Biz Quiz",2,2,2011,"15","21","12","Deans"
"Dean SA","Office Dean SA","Wed",2015-04-22,"11:02:17","[Student-notices] Student Counsellor's availability",22,4,2015,"11","02","17","Deans"
"Dean SA","Office Dean SA","Tue",2011-09-27,"17:48:47","[Student-notices] Startup Showcase on Website",27,9,2011,"17","48","47","Deans"
"Dean SA","Office Dean SA","Thu",2009-03-26,"17:46:26","[Student-notices] (no subject)",26,3,2009,"17","46","26","Deans"
"Dean SA","Office Dean SA","Tue",2013-04-09,"17:28:47","[Student-notices] [Fwd: Mood Indigo: Thalassemia test reports]",9,4,2013,"17","28","47","Deans"
"Dean SA","Office Dean SA","Thu",2014-03-20,"11:16:49","[Student-notices] Collect voter ID cards",20,3,2014,"11","16","49","Deans"
"Dean SA","Office Dean SA","Thu",2011-03-17,"17:23:45","[Student-notices] Kavi Sammerlan, Friday, 8 PM @ LT",17,3,2011,"17","23","45","Deans"
"Dean SA","Office Dean SA","Fri",2013-09-27,"14:53:26","[Student-notices] 'School to Startup' by Shruti Challa, Stanford Alumni & Serial Entrepreneur",27,9,2013,"14","53","26","Deans"
"Dean SA","Office Dean SA","Mon",2014-01-13,"11:05:46","[Student-notices] Nominations for Core Group Member- Mood Indigo	2014",13,1,2014,"11","05","46","Deans"
"Dean SA","Office Dean SA","Thu",2016-01-14,"17:55:34","[Student-notices] Nominations for the post of Manager,	Techfest 2016-17",14,1,2016,"17","55","34","Deans"
"Dean SA","Office Dean SA","Wed",2011-11-09,"14:30:27","[Student-notices] [Fwd: Talk by the Vice-President and CTO of Amazon.com, Dr. Werner Vogels]",9,11,2011,"14","30","27","Deans"
"Dean SA","Dean Students Affairs","Fri",2011-05-27,"18:15:45","[Student-notices] [Fwd: Screening of Champions Leagur Final]",27,5,2011,"18","15","45","Deans"
"Dean SA","Office Dean SA","Mon",2010-02-01,"17:24:31","[Student-notices] The Entrepreneurship Summit 2010",1,2,2010,"17","24","31","Deans"
"Dean SA","Office Dean SA","Fri",2014-08-22,"17:57:38","[Student-notices] Techfest Coordinators’ Meet | 24th August | 6:00 PM | OAT",22,8,2014,"17","57","38","Deans"
"Dean SA","Office Dean SA","Thu",2013-12-05,"12:57:40","[Student-notices] IIT Bombay Winter School",5,12,2013,"12","57","40","Deans"
"Dean SA","Dean Students Affairs","Sat",2010-06-05,"17:35:32","[Student-notices] [Fwd: Cellphone network survey]",5,6,2010,"17","35","32","Deans"
"Dean SA","Dean Students Affairs","Mon",2011-03-14,"20:58:46","[Student-notices] Election Debate Videos",14,3,2011,"20","58","46","Deans"
"Dean SA","Office Dean SA","Mon",2013-12-02,"16:16:47","[Student-notices] E-Cell | Opportunity for Incubation at Digital	Media Zone & BSE",2,12,2013,"16","16","47","Deans"
"Dean SA","Office Dean SA","Wed",2011-08-10,"10:53:57","[Student-notices] PG Badminton Camp",10,8,2011,"10","53","57","Deans"
"Dean SA","Office Dean SA","Fri",2012-08-31,"17:04:14","[Student-notices] [Fwd: Professional play: 'Copenhagen' || 3rd	September 730pm, PCSA]",31,8,2012,"17","04","14","Deans"
"Dean SA","Office Dean SA","Thu",2014-12-11,"15:01:19","[Student-notices] Invitation for Opening Ceremony, Inter IIT'14",11,12,2014,"15","01","19","Deans"
"Dean SA","Dean Students Affairs","Tue",2010-06-01,"12:36:51","[Student-notices] [Fwd: IITB performance on Bindass TV]",1,6,2010,"12","36","51","Deans"
"Dean SA","Office Dean SA","Fri",2012-08-31,"17:05:06","[Student-notices] [Fwd: [E-Cell IIT Bombay] Enspace offline release]",31,8,2012,"17","05","06","Deans"
"Dean SA","Office Dean SA","Fri",2014-01-03,"15:13:42","[Student-notices] Tinkerers' Lab Inauguration- Invitation",3,1,2014,"15","13","42","Deans"
"Dean SA","Office Dean SA","Tue",2010-08-10,"13:23:07","[Student-notices] [Fwd: E-garage Launch: Creative talks by Gul Panag and Raghu (Roadies)]",10,8,2010,"13","23","07","Deans"
"Dean SA","Dean Student Affairs","Fri",2016-01-01,"15:26:43","[Student-notices] St. Gallen Symposium - for PG Students",1,1,2016,"15","26","43","Deans"
"Dean SA","Dean Students Affairs","Fri",2012-02-10,"22:38:17","[Student-notices] [Attn. Ph.D.'s] RSF election 2012",10,2,2012,"22","38","17","Deans"
"Dean SA","Office Dean SA","Fri",2009-09-25,"12:19:44","[Student-notices] [Fwd: For student notices]",25,9,2009,"12","19","44","Deans"
"Dean SA","Office Dean SA","Fri",2015-12-18,"11:16:51","[Student-notices] Gymkhana Facilities closed for users from 18- 21 December due to Mood Indigo",18,12,2015,"11","16","51","Deans"
"Dean SA","Dean Students Affairs","Mon",2010-09-27,"16:45:09","[Student-notices] Serious warning about Birthday ""bumps""",27,9,2010,"16","45","09","Deans"
"Dean SA","Dean Students Affairs","Wed",2010-03-10,"12:23:36","[Student-notices] [Fwd: (Changed) Final Rules - Polling Day]",10,3,2010,"12","23","36","Deans"
"Dean SA","Office Dean SA","Wed",2014-11-05,"17:56:24","[Student-notices] Swimming Pool remain closed for members on 6th	November, 2014",5,11,2014,"17","56","24","Deans"
"Dean SA","Office Dean SA","Mon",2012-01-02,"11:26:09","[Student-notices] Techfest All Team Meet",2,1,2012,"11","26","09","Deans"
"Dean SA","Office Dean SA","Thu",2013-01-24,"11:57:27","[Student-notices] [Fwd: Swimming pool closed on 25Th &26th January	-2013]",24,1,2013,"11","57","27","Deans"
"Dean SA","Dean Students Affairs","Thu",2014-01-09,"7:51:33","[Student-notices] Indo-US sponsored workshop, “Small Satellite based Sensor Technology ...",9,1,2014,"7","51","33","Deans"
"Dean SA","Office Dean SA","Mon",2010-09-27,"11:02:46","[Student-notices] [Fwd: EUREKA! 2010-Cash prize of Rs. 50,	000 to the best IITB entry]",27,9,2010,"11","02","46","Deans"
"Dean SA","Office Dean SA","Tue",2011-03-08,"17:27:55","[Student-notices] [Fwd: Necessary Campaigning for all Candidates]",8,3,2011,"17","27","55","Deans"
"Dean SA","Office Dean SA","Fri",2009-09-04,"17:46:34","[Student-notices] [Fwd: New Institute Secretary Hostel Affairs]",4,9,2009,"17","46","34","Deans"
"Dean SA","Office Dean SA","Thu",2011-01-20,"12:29:28","[Student-notices] [Fwd: Learn How to Build A Business Plan with	Anurag Batra]",20,1,2011,"12","29","28","Deans"
"Dean SA","Dean Students Affairs","Wed",2013-01-23,"9:26:29","[Student-notices] Staging of 'Indian Tempest' by the French	'Footsbarn Theatre'",23,1,2013,"9","26","29","Deans"
"Dean SA","Office Dean SA","Thu",2014-12-04,"15:29:35","[Student-notices] SBI Pinkathon",4,12,2014,"15","29","35","Deans"
"Dean SA","Office Dean SA","Wed",2013-08-28,"12:31:42","[Student-notices] [Fwd: IITR PhD student survey]",28,8,2013,"12","31","42","Deans"
"Dean SA","Office Dean SA","Tue",2015-03-24,"15:41:41","[Student-notices] GE & IITB Presents ""IACT-2015"" on April 11th,	2015 @ VMCC",24,3,2015,"15","41","41","Deans"
"Dean SA","Office Dean SA","Thu",2015-05-07,"19:34:26","[Student-notices] About students not closing bank accounts",7,5,2015,"19","34","26","Deans"
"Dean SA","Office Dean SA","Thu",2011-03-03,"17:19:37","[Student-notices] Nominations for E-Cell 2012 Managers]",3,3,2011,"17","19","37","Deans"
"Dean SA","Dean Students Affairs","Fri",2010-09-17,"12:09:37","[Student-notices] [Fwd: Inter IIT Aquatics preparatory coaching camp-20 to 29Th Sept.2010]",17,9,2010,"12","09","37","Deans"
"Dean SA","Dean Students Affairs","Tue",2011-08-02,"21:08:35","[Student-notices] [Fwd: Self Defense Classes	Referendum/registration]",2,8,2011,"21","08","35","Deans"
"Dean SA","Dean Students Affairs","Wed",2011-03-02,"17:42:13","[Student-notices] [Fwd: Institute Elections 2011]",2,3,2011,"17","42","13","Deans"
"Dean SA","Office Dean SA","Mon",2014-10-13,"14:41:15","[Student-notices] Invitation for Theatrefest 2014 | 14th-16th October | Professional Theatre Showcase | Convocation Hall",13,10,2014,"14","41","15","Deans"
"Dean SA","Office Dean SA","Mon",2013-01-21,"17:22:22","[Student-notices] Interactive session with Alumni for Innovation	Centre in IIT-B",21,1,2013,"17","22","22","Deans"
"Dean SA","Dean Students Affairs","Fri",2010-07-30,"9:08:52","[Student-notices] Trekking, Picnic etc.",30,7,2010,"9","08","52","Deans"
"Dean SA","Dean Student Affairs","Sat",2016-01-09,"19:25:52","[Student-notices] For NCC Cadets- URGENT",9,1,2016,"19","25","52","Deans"
"Dean SA","Office Dean SA","Mon",2012-09-03,"14:05:40","[Student-notices] [Fwd: Stock Exchange Xtravaganza - Freshies (UGs	AND PGs) event.]",3,9,2012,"14","05","40","Deans"
"Dean SA","Office Dean SA","Fri",2014-01-03,"22:25:13","[Student-notices] Tinkerers' Lab Inauguration- Invitation",3,1,2014,"22","25","13","Deans"
"Dean SA","Office Dean SA","Fri",2014-01-03,"22:22:12","[Student-notices] Panel Discussion- Ingredients of Innovation",3,1,2014,"22","22","12","Deans"
"Dean SA","Office Dean SA","Tue",2010-05-04,"10:52:22","[Student-notices] [Fwd: Corrigendum to InsIghT Issue 12.5]",4,5,2010,"10","52","22","Deans"
"Dean SA","Dean Students Affairs","Thu",2013-06-13,"18:43:58","[Student-notices] Reliance Fellowship at Stanford Business School",13,6,2013,"18","43","58","Deans"
"Dean SA","Office Dean SA","Wed",2012-10-03,"17:53:51","[Student-notices] E-Cell IIT B - Funding and finance for start-ups",3,10,2012,"17","53","51","Deans"
"Dean SA","Dean Student Affairs","Thu",2014-03-13,"14:45:12","[Student-notices] details of election penalties",13,3,2014,"14","45","12","Deans"
"Dean SA","Dean Students Affairs","Wed",2009-11-11,"8:58:55","[Student-notices] [Fwd: Concert by ETH Big Band]",11,11,2009,"8","58","55","Deans"
"Dean SA","Office Dean SA","Thu",2009-11-12,"12:59:05","[Student-notices] [Fwd: Re: Condolence meeting on 13.11.09 at	5.45p.m.]",12,11,2009,"12","59","05","Deans"
"Dean SA","Office Dean SA","Mon",2010-09-13,"10:42:31","[Student-notices] [Fwd: URGENT: RSF 2010-11 elections]",13,9,2010,"10","42","31","Deans"
