SenderOriginal,SenderMapped,Day,Date,Time,Year,Subject
Executive Electrical,Executive Electrical,Fri,21-Aug,13:17:17,2015,"[Student-notices] POWER SHUTDOWN NOTICE OF ELECTRICAL ENGG	DEPARTMENT"
Office Dean SA,Dean SA,Fri,21-Aug,12:56:04,2015,[Student-notices] NTPC Scholarship
PRO IIT Bombay,PRO,Fri,21-Aug,11:57:17,2015,"[Student-notices] Invite - GL Mehta Memorial Lecture on August 26,	2015"
PRO IIT Bombay,PRO,Fri,21-Aug,9:36:39,2015,"[Student-notices] Reminder - Institute Colloquium on August 21,	2015."
G.S. Sports,GS Sports,Fri,21-Aug,2:22:57,2015,[Student-notices] Last day of Sports Goods Outlet || SAC
GS Sports,GS Sports,Fri,21-Aug,0:20:32,2015,[Student-notices] Quest-2015 || Inter-IIT Cricket Trials
General Secretary Hostel Affairs,GSHA,Thu,20-Aug,22:29:36,2015,"[Student-notices] Go to Market | Startup Bootcamp | E-Cell IIT	Bombay"
Shubham Goyal,GSAA,Thu,20-Aug,22:08:22,2015,[Student-notices] Dayanand Scholarship and NPTEL English Sessions
General Secretary Academic Affairs  PG,GSAA PG,Thu,20-Aug,18:59:19,2015,[Student-notices] LaTeX workshop Registration
"General Secretary, Cultural Affairs",GS Cult,Thu,20-Aug,16:10:42,2015,"[Student-notices] Surbahaar 15' Auditions | 6pm,	22nd & 23rd August | SAC Music Room"
Executive Electrical,Executive Electrical,Thu,20-Aug,15:59:31,2015,[Student-notices] POWER SHUTDOWN NOTICE OF PHYSICS DEPARTMENT.
STAB Overall Coordinator,GS Tech,Thu,20-Aug,15:52:35,2015,[Student-notices] Contribute to Scilab toolbox activity: FOSSEE IITB
"General Secretary, Cultural Affairs",GS Cult,Thu,20-Aug,3:53:36,2015,"[Student-notices] Open General Quiz | 8 PM, 21st August | LH 101"
"General Secretary, Cultural Affairs",GS Cult,Thu,20-Aug,3:15:26,2015,"[Student-notices] Day 2 : Cult School Registrations | 7-10 PM, 20th August | SAC Conference Room"
GS Sports,GS Sports,Thu,20-Aug,1:44:06,2015,[Student-notices] The Dark Knight Club || Freshie Chess Open
General Secretary Academic Affairs  PG,GSAA PG,Thu,20-Aug,1:26:56,2015,"[Student-notices] Talk on 'Effective Knowledge Discovery in Digital Library' by Mr. Manju Naika on Wednesday, 26th August 2015, 5:00 pm, LH 101"
STAB Overall Coordinator,GS Tech,Wed,19-Aug,22:45:24,2015,[Student-notices] Technovation IITB 2015: Get going with your idea!
GS Sports,GS Sports,Wed,19-Aug,18:46:38,2015,[Student-notices] Badminton Trials || Booking of Courts
Deputy Registrar Academic,DRegistrar,Wed,19-Aug,16:12:04,2015,[Student-notices] Handing Over of Charge of DR(Acad)
General Secretary Hostel Affairs,GSHA,Wed,19-Aug,14:02:11,2015,[Student-notices] Misconduct of Rickshaw drivers
Office Dean Rnd,Dean R&D,Wed,19-Aug,11:33:01,2015,"[Student-notices] Gentle Reminder: Institute Award Lecture Series- Third Session-19th August, 2015"
GS Sports,GS Sports,Wed,19-Aug,5:50:05,2015,"[Student-notices] Last Day of Registration for PG Sports Training	(PG ST)"
"General Secretary, Cultural Affairs",GS Cult,Wed,19-Aug,3:58:41,2015,"[Student-notices] Screening of Movie ""Qissa"" | 9:00 PM,	19th August | LT-PCSA"
"General Secretary, Cultural Affairs",GS Cult,Wed,19-Aug,2:58:12,2015,"[Student-notices] Registrations for Cult School | 7-10 PM, 19th & 20th August, SAC Conference Room"
STAB Overall Coordinator,GS Tech,Tue,18-Aug,20:47:05,2015,"[Student-notices] PG Orientation-Mahindra Rise Driverless Car	Challenge"
STAB Overall Coordinator,GS Tech,Tue,18-Aug,20:44:41,2015,[Student-notices] Innovation Cell UG Orientation and Recruitment
"Professor-In-Charge, Placement",PIC Placements,Tue,18-Aug,19:39:23,2015,[Student-notices] Internship: M. Sc. Students Registration for Internship Season 2015-16
Shubham Goyal,GSAA,Tue,18-Aug,18:48:47,2015,[Student-notices] Career Cell: Intern Apping Fundae session
GS Sports,GS Sports,Tue,18-Aug,14:57:34,2015,[Student-notices] Swimming Pool Booking for 18/08/2015
Insight Chief Editor,Insight Chief-Ed,Tue,18-Aug,14:51:39,2015,[Student-notices] List of future articles and team preference form
Shubham Goyal,GSAA,Tue,18-Aug,13:40:38,2015,"[Student-notices] Call for Coders & Programmers: Revamp of	Department Websites"
PRO IIT Bombay,PRO,Tue,18-Aug,13:21:55,2015,[Student-notices] Nasovac S (H1N1) Vaccination
Dean (R&D) IITB,Dean R&D,Tue,18-Aug,9:17:42,2015,"[Student-notices] FW: IITB Faculty & Students can submit their GBF	proposals now"
Security Officer,CSO,Tue,18-Aug,8:44:26,2015,[Student-notices] Issue of identity card for New students
Shubham Goyal,GSAA,Tue,18-Aug,8:07:43,2015,[Student-notices] Social: NSS Orientation Ceremony
General Secretary Hostel Affairs,GSHA,Tue,18-Aug,3:52:25,2015,"[Student-notices] Regarding Semester Exchanges - Follow up on	Exchange 101"
General Secretary Hostel Affairs,GSHA,Tue,18-Aug,3:41:24,2015,"[Student-notices] [Fwd: Volunteering opportunities in Mumbai -	Volunteer Connect]"
GS Sports,GS Sports,Tue,18-Aug,3:24:54,2015,[Student-notices] Inter-IIT Trials || Basketball (Boys & Girls)
Shubham Goyal,GSAA,Tue,18-Aug,0:09:07,2015,"[Student-notices] Screening of NPTEL course: Better Spoken	English"
PRO IIT Bombay,PRO,Mon,17-Aug,17:08:42,2015,"[Student-notices] Invite - Institute Colloquium on August 21, 2015."
PRO IIT Bombay,PRO,Mon,17-Aug,17:07:31,2015,"[Student-notices] Re-starting of Guest House online reservation	system"
Security Officer,CSO,Mon,17-Aug,11:36:24,2015,[Student-notices] Lost & Found: Debit Card (Canara Bank)
Shubham Goyal,GSAA,Mon,17-Aug,9:57:26,2015,[Student-notices] Scholarship for IIT/NIT Students
Security Officer,CSO,Mon,17-Aug,8:19:50,2015,[Student-notices] Issue of identity card for New students
GS Sports,GS Sports,Sun,16-Aug,22:14:13,2015,[Student-notices] Sports Goods Outlet || SAC || 17th-23rd August
"Professor-In-Charge, Placement",PIC Placements,Sun,16-Aug,19:29:35,2015,"[Student-notices] Placements: Resume Verification - Placement	Season 2015-16"
Shubham Goyal,GSAA,Sun,16-Aug,19:06:54,2015,"[Student-notices] First year students: Launch of Tutorial Service	Centre"
"Dean, Academic Programmes, IIT Bombay",Dean AP,Sun,16-Aug,10:36:43,2015,[Student-notices] Some announcements
General Secretary Hostel Affairs,GSHA,Sat,15-Aug,23:25:11,2015,"[Student-notices] Launch of Start-up Bootcamp and team building	event"
Shubham Goyal,GSAA,Sat,15-Aug,17:43:51,2015,"[Student-notices] Attention students with active backlog in	NOCS01/02"
"General Secretary, Cultural Affairs",GS Cult,Sat,15-Aug,16:33:31,2015,"[Student-notices] Launching Cult School : In Sem Cultural Classes by Professionals | Registrations 19th, 20th Aug"
General Secretary Hostel Affairs,GSHA,Sat,15-Aug,15:34:36,2015,[Student-notices] Web based “movement” to connect people for national cause
General Secretary Hostel Affairs,GSHA,Sat,15-Aug,15:24:26,2015,[Student-notices] SMS Helpline Service for Women
Associate Dean (Student Affairs),ADean SA,Sat,15-Aug,10:13:07,2015,[Student-notices] Mess defaulters
IITB Mailing List Manager,Mailman,Sat,15-Aug,6:00:01,2015,"[Student-notices] Methodology for getting/setting mailing list	passwords"
GS Sports,GS Sports,Sat,15-Aug,4:41:28,2015,[Student-notices] Squash Beginners Camp || From 17th of August
GS Sports,GS Sports,Sat,15-Aug,3:33:57,2015,[Student-notices] IIT-B Sports Website- Rejuvenated
Librarian IIT Bombay,Librarian,Fri,14-Aug,16:52:22,2015,"[Student-notices] Central Library will remain closed on 15th August	2015"
"General Secretary, Cultural Affairs",GS Cult,Fri,14-Aug,16:26:16,2015,"[Student-notices] Launch of ROOTS-The Classical and Folk Arts Club, IIT Bombay | Featuring Mame Khan"
Shubham Goyal,GSAA,Fri,14-Aug,16:12:00,2015,"[Student-notices] Career Cell: Finance Club Session-	Entrepreneurial Finance"
Shubham Goyal,GSAA,Fri,14-Aug,11:13:14,2015,[Student-notices] Social: Organ Donation Campaign
GS Sports,GS Sports,Fri,14-Aug,2:43:56,2015,"[Student-notices] Registrations for PG Sports Training (PG ST) ||	Starts from 21th August"
GS Sports,GS Sports,Fri,14-Aug,2:30:04,2015,[Student-notices] Independence Day Biathlon 2015
General Secretary Hostel Affairs,GSHA,Fri,14-Aug,0:42:43,2015,[Student-notices] Web based “movement” to connect people for national cause
GS Sports,GS Sports,Fri,14-Aug,0:06:27,2015,[Student-notices] YOGASTHA ALL TEAM MEET
Shubham Goyal,GSAA,Thu,13-Aug,22:21:42,2015,[Student-notices] Scholarship for IIT/NIT Students
PRO IIT Bombay,PRO,Thu,13-Aug,17:30:15,2015,[Student-notices] Campus Diary: June - July - August 2015 Issue
Executive Electrical,Executive Electrical,Thu,13-Aug,17:09:50,2015,"[Student-notices] Power Shut down notice  Elect Engg Dept, Met Dept"
Librarian IIT Bombay,Librarian,Thu,13-Aug,15:19:26,2015,[Student-notices] Workshop on How to get it published
Office Dean SA,Dean SA,Thu,13-Aug,15:08:37,2015,"[Student-notices] Water Advanced Research and Innovation Fellowship	Program - 2015"
Office Dean SA,Dean SA,Thu,13-Aug,14:38:36,2015,"[Student-notices] Water Advanced Research and Innovation Fellowship	Program - 2015"
General Secretary Academic Affairs  PG,GSAA PG,Thu,13-Aug,12:11:30,2015,"[Student-notices] Reminder||Talk on 'Future Prospects of Doctoral Study' by Prof. Asim Tewari on Thursday, 13th August 2015, 6.45pm, LH 101"
Shubham Goyal,GSAA,Thu,13-Aug,11:41:46,2015,"[Student-notices] Career Cell: Informative Session on UPSC	examination"
Executive Electrical,Executive Electrical,Thu,13-Aug,9:53:02,2015,"[Student-notices] Power Shut down notice  hostel area 2, 3, 4, 5,	Tansa etc"
Shubham Goyal,GSAA,Wed,12-Aug,22:38:21,2015,"[Student-notices] Social: Science Exhibition Trip, August 15"
GS Sports,GS Sports,Wed,12-Aug,17:36:13,2015,"[Student-notices] Sports Outlet will remain closed from 12th to	16th August"
General Secretary Academic Affairs  PG,GSAA PG,Wed,12-Aug,16:29:31,2015,[Student-notices] ISCP Feedback 2015-16
"General Secretary, Cultural Affairs",GS Cult,Wed,12-Aug,14:58:01,2015,"[Student-notices] Club Introductory Sessions for UG & PG	Freshers"
Shubham Goyal,GSAA,Wed,12-Aug,13:07:35,2015,[Student-notices] Screening of NPTEL course: Better Spoken English
Office Dean SA,Dean SA,Wed,12-Aug,12:48:08,2015,[Student-notices] Lock Hostel Terrace
Registrar IIT Bombay,Registrar,Wed,12-Aug,11:33:01,2015,[Student-notices] PROGRAMME FOR INDEPENDENCE DAY - 2015
Shubham Goyal,GSAA,Wed,12-Aug,9:58:39,2015,[Student-notices] Institute Academic Prizes: List of recipients
Security Officer,CSO,Wed,12-Aug,7:55:11,2015,[Student-notices] Issue of identity card for New students
GS Sports,GS Sports,Wed,12-Aug,3:50:50,2015,[Student-notices] Booking of Swimming Pool
Prof. D Manjunath,Head CC,Tue,11-Aug,23:52:17,2015,[Student-notices] Quality of the Internet
STAB Overall Coordinator,GS Tech,Tue,11-Aug,22:23:29,2015,[Student-notices] AUV-IITB: Recruitments
Office Dean ACR,Dean ACR,Tue,11-Aug,18:11:28,2015,[Student-notices] IIT Bombay Distinguished Service Awards
Office Dean Rnd,Dean R&D,Tue,11-Aug,16:57:45,2015,"[Student-notices] Gentle Reminder : Institute Award Lecture Series - Second Session on 12th August, 2015"
Registrar IIT Bombay,Registrar,Tue,11-Aug,16:41:36,2015,[Student-notices] [Fwd: PROGRAMME FOR INDEPENDENCE DAY - 2015
Office Dean SA,Dean SA,Tue,11-Aug,16:17:02,2015,[Student-notices] Security  Guidelines
Insight Chief Editor,Insight Chief-Ed,Tue,11-Aug,15:39:28,2015,"[Student-notices] Inviting applicants for the Insight Web Team,	2015-16"
Deputy Registrar Academic,DRegistrar,Tue,11-Aug,15:32:32,2015,"[Student-notices] Circular for the railway concession winter	vacation (2015)]"
GS Sports,GS Sports,Tue,11-Aug,2:49:03,2015,"[Student-notices] Registrations for Boxing Classes || Starts from	15th August"
General Secretary Academic Affairs  PG,GSAA PG,Tue,11-Aug,1:12:37,2015,"[Student-notices] Talk on 'Future Prospects of Doctoral Study' by Prof. Asim Tewari on Thursday, 13th August 2015, 6.45pm, LH 101"
G.S. Sports,GS Sports,Mon,10-Aug,22:14:46,2015,"[Student-notices] Registrations || Cycling Ride to Rock-Versova	Beach || 16th August"
Shubham Goyal,GSAA,Mon,10-Aug,21:01:04,2015,"[Student-notices] Complaint Management Portal: Academic	Infrastructure Grievances"
STAB Overall Coordinator,GS Tech,Mon,10-Aug,20:11:55,2015,"[Student-notices] IITB Racing Recruitment | Sophomores and PG First	year students"
General Secretary Hostel Affairs,GSHA,Mon,10-Aug,18:54:13,2015,[Student-notices] Mandarin Course Registration
General Secretary Hostel Affairs,GSHA,Mon,10-Aug,18:53:27,2015,[Student-notices] Exchange 101
Security Officer,CSO,Mon,10-Aug,9:53:24,2015,[Student-notices] Issue of identity card for New UG & PG students
"General Secretary, Cultural Affairs",GS Cult,Mon,10-Aug,6:48:21,2015,"[Student-notices] Competitions in Umang,	Cultural festival of Narsee Munjee College"
GS Sports,GS Sports,Sun,09-Aug,23:44:14,2015,"[Student-notices] [Reminder]- Udghosh’15,Sports Fest || Trials for Kho-Kho (Boys & Girls)"
G.S. Sports,GS Sports,Sun,09-Aug,13:04:16,2015,"[Student-notices] Reminder || Call for Nominations || PG Sports	Convener"
STAB Overall Coordinator,GS Tech,Sun,09-Aug,11:47:46,2015,[Student-notices] Hydrogen Association of India: HY contest 2015
G.S. Sports,GS Sports,Sat,08-Aug,14:03:11,2015,"[Student-notices] IITB Cycling || Temporary Cycles Outlet || Opp. H1, 8th August Onwards"
G.S. Sports,GS Sports,Sat,08-Aug,0:04:24,2015,"[Student-notices] Fitness Check-up || First year students || 9th	August"
STAB Overall Coordinator,GS Tech,Fri,07-Aug,19:33:21,2015,[Student-notices] XLR8 Orientation 2015: Freshers' Intro to Hands-on
Executive Electrical,Executive Electrical,Fri,07-Aug,18:03:31,2015,[Student-notices] POWER SHUTDOWN NOTICE OF MEMS DEPT.
Shubham Goyal,GSAA,Fri,07-Aug,16:24:39,2015,[Student-notices] Brainathon- Freshers Fun Event (Saturday)
Shubham Goyal,GSAA,Fri,07-Aug,15:59:16,2015,"[Student-notices] Career Cell: Finance Careers and Interview	Preparation"
PRO IIT Bombay,PRO,Fri,07-Aug,13:17:43,2015,"[Student-notices] Hon'ble President of India’s address on August 10, 2015"
"Professor-In-Charge, Placement",PIC Placements,Fri,07-Aug,12:13:40,2015,"[Student-notices] Placements: M. Sc. Internship Coordinator, Institute Placement Team (IPT) 2015-16"
"General Secretary, Cultural Affairs",GS Cult,Fri,07-Aug,4:26:50,2015,"[Student-notices] Club Introductory Sessions for UG & PG	Freshers"
General Secretary Academic Affairs  PG,GSAA PG,Thu,06-Aug,22:54:48,2015,[Student-notices] Gentle Reminder: Welcome to the Research Scholars' Forum - Team 2015-2016
"Professor-In-Charge, Placement",PIC Placements,Thu,06-Aug,19:34:04,2015,[Student-notices] Placements: Deferred Placement Policy
G.S. Sports,GS Sports,Thu,06-Aug,17:26:27,2015,"[Student-notices] Sports Goods Outlet || SAC, 3rd August Onwards"
Security Officer,CSO,Thu,06-Aug,17:04:37,2015,[Student-notices] Security guidelines
Security Officer,CSO,Thu,06-Aug,16:59:19,2015,[Student-notices] [Fwd: ]
Librarian IIT Bombay,Librarian,Thu,06-Aug,15:41:12,2015,[Student-notices] Issue of books from Technology Lending Library TLL (Book Bank) starting from 10/08/2015 to 14/08/2015
PRO IIT Bombay,PRO,Thu,06-Aug,9:56:14,2015,[Student-notices] Regular Vaccination Schedule
Security Officer,CSO,Thu,06-Aug,8:14:17,2015,[Student-notices] Issue of identity card for New PG students
"General Secretary, Cultural Affairs",GS Cult,Thu,06-Aug,7:33:52,2015,[Student-notices] Call for Nomination | PG Cult Coordinators
General Secretary Hostel Affairs,GSHA,Thu,06-Aug,0:47:31,2015,[Student-notices] IITB App
STAB Overall Coordinator,GS Tech,Wed,05-Aug,19:11:20,2015,[Student-notices] Bazinga 2015: Physics & Math Contest
Head Electrical Engg,Head EE,Wed,05-Aug,18:31:53,2015,[Student-notices] cAFM Central Facility
Deputy Registrar Academic,DRegistrar,Wed,05-Aug,14:38:15,2015,[Student-notices] Convo-53-2015-Announcement]
"Professor-In-Charge, Placement",PIC Placements,Wed,05-Aug,8:43:32,2015,[Student-notices] Placements: 2 Yr. M.Sc. Internship Orientation
Security Officer,CSO,Wed,05-Aug,8:30:29,2015,[Student-notices] Issue of identity card for New PG students
"General Secretary, Cultural Affairs",GS Cult,Wed,05-Aug,5:47:42,2015,"[Student-notices] Interactive Session with Nawazuddin Siddiqui, Radhika Apte & Ketan Mehta"
General Secretary Academic Affairs  PG,GSAA PG,Wed,05-Aug,3:35:27,2015,[Student-notices] SofTURN workshop: Turn to new skills
General Secretary Academic Affairs  PG,GSAA PG,Wed,05-Aug,3:35:22,2015,[Student-notices] SofTURN workshop: Turn to new skills
GS Sports,GS Sports,Wed,05-Aug,3:28:38,2015,"[Student-notices] Udghosh’15,Sports Fest || Trials for Kho-Kho (Boys & Girls)"
GS Sports,GS Sports,Tue,04-Aug,23:31:26,2015,"[Student-notices] Call for Nominations || PG Sports Department	Convener"
General Secretary Hostel Affairs,GSHA,Tue,04-Aug,21:58:39,2015,"[Student-notices] Workshop on Idea generation | E-Cell | Wednesday	| LH-102"
"General Secretary, Cultural Affairs",GS Cult,Tue,04-Aug,21:35:14,2015,[Student-notices] Muskaan : A Socio Cultural initiative | Volunteers Required | Application Deadline : 7th August
"General Secretary, Cultural Affairs",GS Cult,Tue,04-Aug,21:04:51,2015,[Student-notices] Club Introductory Sessions for UG & PG Freshers
Office Dean Rnd,Dean R&D,Tue,04-Aug,19:22:46,2015,[Student-notices] Flow Jo software - FACS central facility at CRNTS
Security Officer,CSO,Tue,04-Aug,16:33:10,2015,[Student-notices] Security / Traffic Guidelines for Convocation 2015
Security Officer,CSO,Tue,04-Aug,15:49:39,2015,[Student-notices] Issue of identity card for New PG students
General Secretary Hostel Affairs,GSHA,Tue,04-Aug,13:19:33,2015,"[Student-notices] Call for Volunteers | Convocation | Saturday,	8th August"
InsIghT Chief Editor,Insight Chief-Ed,Tue,04-Aug,12:44:34,2015,[Student-notices] Change of time: Insight and IIT-BBC All Team Meet
Associate Dean (Student Affairs),ADean SA,Tue,04-Aug,11:17:33,2015,[Student-notices] [Fwd: CC Complaint Notification.]
General Secretary Hostel Affairs,GSHA,Tue,04-Aug,3:35:53,2015,"[Student-notices] Mood Indigo invites you to Freshmen Orientation |	LT PCSA"
GS Sports,GS Sports,Mon,03-Aug,22:15:26,2015,[Student-notices] Institute Chess Open || The Dark knight Club
"Professor-In-Charge, Placement",PIC Placements,Mon,03-Aug,20:23:03,2015,[Student-notices] Placements Orientation for PhDs
InsIghT Chief Editor,Insight Chief-Ed,Mon,03-Aug,20:11:18,2015,[Student-notices] Insight and IIT-BBC All Team Meet
Shubham Goyal,GSAA,Mon,03-Aug,17:49:44,2015,[Student-notices] Career Cell: Consult Club- Solved Case Studies
Librarian IIT Bombay,Librarian,Mon,03-Aug,12:05:08,2015,[Student-notices] Issue of books to SC/ST students from Book Bank from 03/08/2015 to 07/08/2015
PRO IIT Bombay,PRO,Mon,03-Aug,11:16:34,2015,[Student-notices] Extension of H1N1 Vaccination Drive
Office of Dean International Relations,Dean IR,Mon,03-Aug,10:44:27,2015,[Student-notices] [Fwd: PhD Workshop in Mumbai]
Executive Electrical,Executive Electrical,Mon,03-Aug,10:15:46,2015,[Student-notices] Power Shut down notice (Hostel 6&9 rooms)
STAB Overall Coordinator,GS Tech,Mon,03-Aug,8:44:31,2015,[Student-notices] Join TechGSR: Socio-Tech Body of IITB
Insight Chief Editor,Insight Chief-Ed,Mon,03-Aug,0:13:01,2015,[Student-notices] Insight Summer Blog
